row,col,label
6,-4,43-21
6,-3,43-22
6,-2,43-23
6,-1,43-24
6,0,44-20
6,1,44-21
6,2,44-22
6,3,44-23
6,4,44-24
6,5,45-20
6,6,45-21
6,7,45-22
6,8,45-23
6,9,45-24
6,10,46-20
6,11,46-21
6,12,46-22
6,13,46-23
6,14,46-24
6,15,47-20
6,16,47-21
6,17,47-22
6,18,47-23
6,19,NA
7,-20,NA
7,-19,40-11
7,-18,40-12
7,-17,40-13
7,-16,40-14
7,-15,41-10
7,-14,41-11
7,-13,41-12
7,-12,41-13
7,-11,41-14
7,-10,42-10
7,-9,42-11
7,-8,42-12
7,-7,42-13
7,-6,42-14
7,-5,43-10
7,-4,43-11
7,-3,43-12
7,-2,43-13
7,-1,43-14
7,0,44-10
7,1,44-11
7,2,44-12
7,3,44-13
7,4,44-14
7,5,45-10
7,6,45-11
7,7,45-12
7,8,45-13
7,9,45-14
7,10,46-10
7,11,46-11
7,12,46-12
7,13,46-13
7,14,46-14
7,15,47-10
7,16,47-11
7,17,47-12
7,18,47-13
7,19,NA
8,-18,40-02
8,-17,40-03
8,-16,40-04
8,-15,41-00
8,-14,41-01
8,-13,41-02
8,-12,41-03
8,-11,41-04
8,-10,42-00
8,-9,42-01
8,-8,42-02
8,-7,42-03
8,-6,42-04
8,-5,43-00
8,-4,43-01
8,-3,43-02
8,-2,43-03
8,-1,43-04
8,0,44-00
8,1,44-01
8,2,44-02
8,3,44-03
8,4,44-04
8,5,45-00
8,6,45-01
8,7,45-02
8,8,45-03
8,9,45-04
8,10,46-00
8,11,46-01
8,12,46-02
8,13,46-03
8,14,46-04
8,15,47-00
8,16,47-01
8,17,47-02
9,-18,30-72
9,-17,30-73
9,-16,30-74
9,-15,31-70
9,-14,31-71
9,-13,31-72
9,-12,31-73
9,-11,31-74
9,-10,32-70
9,-9,32-71
9,-8,32-72
9,-7,32-73
9,-6,32-74
9,-5,33-70
9,-4,33-71
9,-3,33-72
9,-2,33-73
9,-1,33-74
9,0,34-70
9,1,34-71
9,2,34-72
9,3,34-73
9,4,34-74
9,5,35-70
9,6,35-71
9,7,35-72
9,8,35-73
9,9,35-74
9,10,36-70
9,11,36-71
9,12,36-72
9,13,36-73
9,14,36-74
9,15,37-70
9,16,37-71
9,17,37-72
10,-18,30-62
10,-17,30-63
10,-16,30-64
10,-15,31-60
10,-14,31-61
10,-13,PCM
10,-12,31-63
10,-11,31-64
10,-10,32-60
10,-9,32-61
10,-8,32-62
10,-7,32-63
10,-6,32-64
10,-5,33-60
10,-4,33-61
10,-3,PCM
10,-2,33-63
10,-1,33-64
10,0,34-60
10,1,34-61
10,2,34-62
10,3,34-63
10,4,34-64
10,5,35-60
10,6,35-61
10,7,PCM
10,8,35-63
10,9,35-64
10,10,36-60
10,11,36-61
10,12,36-62
10,13,36-63
10,14,36-64
10,15,37-60
10,16,37-61
10,17,PCM
11,-18,30-52
11,-17,30-53
11,-16,30-54
11,-15,31-50
11,-14,31-51
11,-13,31-52
11,-12,31-53
11,-11,31-54
11,-10,32-50
11,-9,32-51
11,-8,32-52
11,-7,32-53
11,-6,32-54
11,-5,33-50
11,-4,33-51
11,-3,33-52
11,-2,33-53
11,-1,33-54
11,0,34-50
11,1,34-51
11,2,34-52
11,3,34-53
11,4,34-54
11,5,35-50
11,6,35-51
11,7,35-52
11,8,35-53
11,9,35-54
11,10,36-50
11,11,36-51
11,12,36-52
11,13,36-53
11,14,36-54
11,15,37-50
11,16,37-51
11,17,37-52
12,-18,30-42
12,-17,30-43
12,-16,30-44
12,-15,31-40
12,-14,31-41
12,-13,31-42
12,-12,31-43
12,-11,31-44
12,-10,32-40
12,-9,32-41
12,-8,32-42
12,-7,32-43
12,-6,32-44
12,-5,33-40
12,-4,33-41
12,-3,33-42
12,-2,33-43
12,-1,33-44
12,0,34-40
12,1,34-41
12,2,34-42
12,3,34-43
12,4,34-44
12,5,35-40
12,6,35-41
12,7,35-42
12,8,35-43
12,9,35-44
12,10,36-40
12,11,36-41
12,12,36-42
12,13,36-43
12,14,36-44
12,15,37-40
12,16,37-41
12,17,37-42
13,-18,30-32
13,-17,30-33
13,-16,30-34
13,-15,31-30
13,-14,31-31
13,-13,31-32
13,-12,31-33
13,-11,31-34
13,-10,32-30
13,-9,32-31
13,-8,32-32
13,-7,32-33
13,-6,32-34
13,-5,33-30
13,-4,33-31
13,-3,33-32
13,-2,33-33
13,-1,33-34
13,0,34-30
13,1,34-31
13,2,34-32
13,3,34-33
13,4,34-34
13,5,35-30
13,6,35-31
13,7,35-32
13,8,35-33
13,9,35-34
13,10,36-30
13,11,36-31
13,12,36-32
13,13,36-33
13,14,36-34
13,15,37-30
13,16,37-31
13,17,37-32
14,-18,30-22
14,-17,30-23
14,-16,30-24
14,-15,31-20
14,-14,31-21
14,-13,31-22
14,-12,31-23
14,-11,31-24
14,-10,32-20
14,-9,32-21
14,-8,32-22
14,-7,32-23
14,-6,32-24
14,-5,33-20
14,-4,33-21
14,-3,33-22
14,-2,33-23
14,-1,33-24
14,0,34-20
14,1,34-21
14,2,34-22
14,3,34-23
14,4,34-24
14,5,35-20
14,6,35-21
14,7,35-22
14,8,35-23
14,9,35-24
14,10,36-20
14,11,36-21
14,12,36-22
14,13,36-23
14,14,36-24
14,15,37-20
14,16,37-21
14,17,37-22
15,-18,30-12
15,-17,30-13
15,-16,30-14
15,-15,31-10
15,-14,31-11
15,-13,31-12
15,-12,31-13
15,-11,31-14
15,-10,32-10
15,-9,32-11
15,-8,32-12
15,-7,32-13
15,-6,32-14
15,-5,33-10
15,-4,33-11
15,-3,33-12
15,-2,33-13
15,-1,33-14
15,0,34-10
15,1,34-11
15,2,34-12
15,3,34-13
15,4,34-14
15,5,35-10
15,6,35-11
15,7,35-12
15,8,35-13
15,9,35-14
15,10,36-10
15,11,36-11
15,12,36-12
15,13,36-13
15,14,36-14
15,15,37-10
15,16,37-11
15,17,37-12
16,-18,NA
16,-17,30-03
16,-16,30-04
16,-15,31-00
16,-14,31-01
16,-13,31-02
16,-12,31-03
16,-11,31-04
16,-10,32-00
16,-9,32-01
16,-8,32-02
16,-7,32-03
16,-6,32-04
16,-5,33-00
16,-4,33-01
16,-3,33-02
16,-2,33-03
16,-1,33-04
16,0,34-00
16,1,34-01
16,2,34-02
16,3,34-03
16,4,34-04
16,5,35-00
16,6,35-01
16,7,35-02
16,8,35-03
16,9,35-04
16,10,36-00
16,11,36-01
16,12,36-02
16,13,36-03
16,14,36-04
16,15,37-00
16,16,37-01
16,17,NA
17,-18,NA
17,-17,20-73
17,-16,20-74
17,-15,21-70
17,-14,21-71
17,-13,21-72
17,-12,21-73
17,-11,21-74
17,-10,22-70
17,-9,22-71
17,-8,22-72
17,-7,22-73
17,-6,22-74
17,-5,23-70
17,-4,23-71
17,-3,23-72
17,-2,23-73
17,-1,23-74
17,0,24-70
17,1,24-71
17,2,24-72
17,3,24-73
17,4,24-74
17,5,25-70
17,6,25-71
17,7,25-72
17,8,25-73
17,9,25-74
17,10,26-70
17,11,26-71
17,12,26-72
17,13,26-73
17,14,26-74
17,15,27-70
17,16,27-71
17,17,NA
18,-18,NA
18,-17,20-63
18,-16,20-64
18,-15,21-60
18,-14,21-61
18,-13,21-62
18,-12,21-63
18,-11,21-64
18,-10,22-60
18,-9,22-61
18,-8,22-62
18,-7,22-63
18,-6,22-64
18,-5,23-60
18,-4,23-61
18,-3,23-62
18,-2,23-63
18,-1,23-64
18,0,24-60
18,1,24-61
18,2,24-62
18,3,24-63
18,4,24-64
18,5,25-60
18,6,25-61
18,7,25-62
18,8,25-63
18,9,25-64
18,10,26-60
18,11,26-61
18,12,26-62
18,13,26-63
18,14,26-64
18,15,27-60
18,16,27-61
18,17,NA
19,-18,NA
19,-17,20-53
19,-16,20-54
19,-15,21-50
19,-14,21-51
19,-13,21-52
19,-12,21-53
19,-11,21-54
19,-10,22-50
19,-9,22-51
19,-8,22-52
19,-7,22-53
19,-6,22-54
19,-5,23-50
19,-4,23-51
19,-3,23-52
19,-2,23-53
19,-1,23-54
19,0,24-50
19,1,24-51
19,2,24-52
19,3,24-53
19,4,24-54
19,5,25-50
19,6,25-51
19,7,25-52
19,8,25-53
19,9,25-54
19,10,26-50
19,11,26-51
19,12,26-52
19,13,26-53
19,14,26-54
19,15,27-50
19,16,27-51
19,17,NA
20,-16,20-44
20,-15,21-40
20,-14,21-41
20,-13,21-42
20,-12,21-43
20,-11,21-44
20,-10,22-40
20,-9,22-41
20,-8,22-42
20,-7,22-43
20,-6,22-44
20,-5,23-40
20,-4,23-41
20,-3,23-42
20,-2,23-43
20,-1,23-44
20,0,24-40
20,1,24-41
20,2,24-42
20,3,24-43
20,4,24-44
20,5,25-40
20,6,25-41
20,7,25-42
20,8,25-43
20,9,25-44
20,10,26-40
20,11,26-41
20,12,26-42
20,13,26-43
20,14,26-44
20,15,27-40
21,-16,20-34
21,-15,21-30
21,-14,21-31
21,-13,21-32
21,-12,21-33
21,-11,21-34
21,-10,22-30
21,-9,22-31
21,-8,22-32
21,-7,22-33
21,-6,22-34
21,-5,23-30
21,-4,23-31
21,-3,23-32
21,-2,23-33
21,-1,23-34
21,0,24-30
21,1,24-31
21,2,24-32
21,3,24-33
21,4,24-34
21,5,25-30
21,6,25-31
21,7,25-32
21,8,25-33
21,9,25-34
21,10,26-30
21,11,26-31
21,12,26-32
21,13,26-33
21,14,26-34
21,15,27-30
22,-16,20-24
22,-15,21-20
22,-14,21-21
22,-13,PCM
22,-12,21-23
22,-11,21-24
22,-10,22-20
22,-9,22-21
22,-8,22-22
22,-7,22-23
22,-6,22-24
22,-5,23-20
22,-4,23-21
22,-3,PCM
22,-2,23-23
22,-1,23-24
22,0,24-20
22,1,24-21
22,2,24-22
22,3,24-23
22,4,24-24
22,5,25-20
22,6,25-21
22,7,PCM
22,8,25-23
22,9,25-24
22,10,26-20
22,11,26-21
22,12,26-22
22,13,26-23
22,14,26-24
22,15,27-20
23,-16,20-14
23,-15,21-10
23,-14,21-11
23,-13,21-12
23,-12,21-13
23,-11,21-14
23,-10,22-10
23,-9,22-11
23,-8,22-12
23,-7,22-13
23,-6,22-14
23,-5,23-10
23,-4,23-11
23,-3,23-12
23,-2,23-13
23,-1,23-14
23,0,24-10
23,1,24-11
23,2,24-12
23,3,24-13
23,4,24-14
23,5,25-10
23,6,25-11
23,7,25-12
23,8,25-13
23,9,25-14
23,10,26-10
23,11,26-11
23,12,26-12
23,13,26-13
23,14,26-14
23,15,27-10
24,-16,NA
24,-15,21-00
24,-14,21-01
24,-13,21-02
24,-12,21-03
24,-11,21-04
24,-10,22-00
24,-9,22-01
24,-8,22-02
24,-7,22-03
24,-6,22-04
24,-5,23-00
24,-4,23-01
24,-3,23-02
24,-2,23-03
24,-1,23-04
24,0,24-00
24,1,24-01
24,2,24-02
24,3,24-03
24,4,24-04
24,5,25-00
24,6,25-01
24,7,25-02
24,8,25-03
24,9,25-04
24,10,26-00
24,11,26-01
24,12,26-02
24,13,26-03
24,14,26-04
24,15,NA
25,-15,11-70
25,-14,11-71
25,-13,11-72
25,-12,11-73
25,-11,11-74
25,-10,12-70
25,-9,12-71
25,-8,12-72
25,-7,12-73
25,-6,12-74
25,-5,13-70
25,-4,13-71
25,-3,13-72
25,-2,13-73
25,-1,13-74
25,0,14-70
25,1,14-71
25,2,14-72
25,3,14-73
25,4,14-74
25,5,15-70
25,6,15-71
25,7,15-72
25,8,15-73
25,9,15-74
25,10,16-70
25,11,16-71
25,12,16-72
25,13,16-73
25,14,16-74
25,15,NA
26,-14,11-61
26,-13,11-62
26,-12,11-63
26,-11,11-64
26,-10,12-60
26,-9,12-61
26,-8,12-62
26,-7,12-63
26,-6,12-64
26,-5,13-60
26,-4,13-61
26,-3,13-62
26,-2,13-63
26,-1,13-64
26,0,14-60
26,1,14-61
26,2,14-62
26,3,14-63
26,4,14-64
26,5,15-60
26,6,15-61
26,7,15-62
26,8,15-63
26,9,15-64
26,10,16-60
26,11,16-61
26,12,16-62
26,13,16-63
27,-14,11-51
27,-13,11-52
27,-12,11-53
27,-11,11-54
27,-10,12-50
27,-9,12-51
27,-8,12-52
27,-7,12-53
27,-6,12-54
27,-5,13-50
27,-4,13-51
27,-3,13-52
27,-2,13-53
27,-1,13-54
27,0,14-50
27,1,14-51
27,2,14-52
27,3,14-53
27,4,14-54
27,5,15-50
27,6,15-51
27,7,15-52
27,8,15-53
27,9,15-54
27,10,16-50
27,11,16-51
27,12,16-52
27,13,16-53
28,-14,11-41
28,-13,11-42
28,-12,11-43
28,-11,11-44
28,-10,12-40
28,-9,12-41
28,-8,12-42
28,-7,12-43
28,-6,12-44
28,-5,13-40
28,-4,13-41
28,-3,13-42
28,-2,13-43
28,-1,13-44
28,0,14-40
28,1,14-41
28,2,14-42
28,3,14-43
28,4,14-44
28,5,15-40
28,6,15-41
28,7,15-42
28,8,15-43
28,9,15-44
28,10,16-40
28,11,16-41
28,12,16-42
28,13,16-43
29,-14,NA
29,-13,11-32
29,-12,11-33
29,-11,11-34
29,-10,12-30
29,-9,12-31
29,-8,12-32
29,-7,12-33
29,-6,12-34
29,-5,13-30
29,-4,13-31
29,-3,13-32
29,-2,13-33
29,-1,13-34
29,0,14-30
29,1,14-31
29,2,14-32
29,3,14-33
29,4,14-34
29,5,15-30
29,6,15-31
29,7,15-32
29,8,15-33
29,9,15-34
29,10,16-30
29,11,16-31
29,12,16-32
29,13,NA
30,-13,11-22
30,-12,11-23
30,-11,11-24
30,-10,12-20
30,-9,12-21
30,-8,12-22
30,-7,12-23
30,-6,12-24
30,-5,13-20
30,-4,13-21
30,-3,13-22
30,-2,13-23
30,-1,13-24
30,0,14-20
30,1,14-21
30,2,14-22
30,3,14-23
30,4,14-24
30,5,15-20
30,6,15-21
30,7,15-22
30,8,15-23
30,9,15-24
30,10,16-20
30,11,16-21
30,12,16-22
30,13,NA
31,-13,NA
31,-12,11-13
31,-11,11-14
31,-10,12-10
31,-9,12-11
31,-8,12-12
31,-7,12-13
31,-6,12-14
31,-5,13-10
31,-4,13-11
31,-3,13-12
31,-2,13-13
31,-1,13-14
31,0,14-10
31,1,14-11
31,2,14-12
31,3,14-13
31,4,14-14
31,5,15-10
31,6,15-11
31,7,15-12
31,8,15-13
31,9,15-14
31,10,16-10
31,11,16-11
31,12,NA
32,-12,11-03
32,-11,11-04
32,-10,12-00
32,-9,12-01
32,-8,12-02
32,-7,12-03
32,-6,12-04
32,-5,13-00
32,-4,13-01
32,-3,13-02
32,-2,13-03
32,-1,13-04
32,0,14-00
32,1,14-01
32,2,14-02
32,3,14-03
32,4,14-04
32,5,15-00
32,6,15-01
32,7,15-02
32,8,15-03
32,9,15-04
32,10,16-00
32,11,16-01
33,-12,NA
33,-11,01-74
33,-10,02-70
33,-9,02-71
33,-8,02-72
33,-7,02-73
33,-6,02-74
33,-5,03-70
33,-4,03-71
33,-3,03-72
33,-2,03-73
33,-1,03-74
33,0,04-70
33,1,04-71
33,2,04-72
33,3,04-73
33,4,04-74
33,5,05-70
33,6,05-71
33,7,05-72
33,8,05-73
33,9,05-74
33,10,06-70
33,11,NA
34,-10,02-60
34,-9,02-61
34,-8,02-62
34,-7,02-63
34,-6,02-64
34,-5,03-60
34,-4,03-61
34,-3,PCM
34,-2,03-63
34,-1,03-64
34,0,04-60
34,1,04-61
34,2,04-62
34,3,04-63
34,4,04-64
34,5,05-60
34,6,05-61
34,7,PCM
34,8,05-63
34,9,05-64
35,-10,02-50
35,-9,02-51
35,-8,02-52
35,-7,02-53
35,-6,02-54
35,-5,03-50
35,-4,03-51
35,-3,03-52
35,-2,03-53
35,-1,03-54
35,0,04-50
35,1,04-51
35,2,04-52
35,3,04-53
35,4,04-54
35,5,05-50
35,6,05-51
35,7,05-52
35,8,05-53
35,9,05-54
36,-10,NA
36,-9,02-41
36,-8,02-42
36,-7,02-43
36,-6,02-44
36,-5,03-40
36,-4,03-41
36,-3,03-42
36,-2,03-43
36,-1,03-44
36,0,04-40
36,1,04-41
36,2,04-42
36,3,04-43
36,4,04-44
36,5,05-40
36,6,05-41
36,7,05-42
36,8,05-43
36,9,NA
37,-10,NA
37,-9,NA
37,-8,02-32
37,-7,02-33
37,-6,02-34
37,-5,03-30
37,-4,03-31
37,-3,03-32
37,-2,03-33
37,-1,03-34
37,0,04-30
37,1,04-31
37,2,04-32
37,3,04-33
37,4,04-34
37,5,05-30
37,6,05-31
37,7,05-32
37,8,NA
37,9,NA
38,-8,NA
38,-7,02-23
38,-6,02-24
38,-5,03-20
38,-4,03-21
38,-3,03-22
38,-2,03-23
38,-1,03-24
38,0,04-20
38,1,04-21
38,2,04-22
38,3,04-23
38,4,04-24
38,5,05-20
38,6,05-21
38,7,NA
39,-8,NA
39,-7,NA
39,-6,02-14
39,-5,03-10
39,-4,03-11
39,-3,03-12
39,-2,03-13
39,-1,03-14
39,0,04-10
39,1,04-11
39,2,04-12
39,3,04-13
39,4,04-14
39,5,05-10
39,6,NA
39,7,NA
40,-4,03-01
40,-3,03-02
40,-2,03-03
40,-1,03-04
40,0,04-00
40,1,04-01
40,2,04-02
40,3,04-03
41,-4,NA
41,-3,NA
41,-2,NA
41,-1,NA
41,0,NA
41,1,NA
41,2,NA
41,3,NA
